,location,total_sqft,bath,price,bhk
2486,Haralur Road,2805.0,5.0,154.0,4
2487,Haralur Road,1194.0,2.0,47.0,2
2488,Haralur Road,1202.0,2.0,53.0,2
2489,Haralur Road,1056.0,2.0,61.0,2
2491,Haralur Road,1810.0,3.0,100.0,3
2492,Haralur Road,1194.0,2.0,46.0,2
2493,Haralur Road,2805.0,4.0,154.0,4
2494,Haralur Road,1225.0,2.0,67.38,2
2495,Haralur Road,1243.0,2.0,46.0,2
2496,Haralur Road,1027.0,2.0,44.0,2
2497,Haralur Road,1920.0,3.0,115.0,3
2498,Haralur Road,1875.0,3.0,110.0,3
2499,Haralur Road,1194.0,2.0,47.0,2
2500,Haralur Road,1140.0,2.0,43.0,2
2501,Haralur Road,1027.0,2.0,44.0,2
2502,Haralur Road,1194.0,2.0,46.0,2
2503,Haralur Road,2017.0,3.0,125.0,3
2504,Haralur Road,1140.0,2.0,43.0,2
2505,Haralur Road,1875.0,3.0,110.0,3
2506,Haralur Road,1092.0,2.0,44.0,2
2507,Haralur Road,1300.0,2.0,73.0,2
2508,Haralur Road,1194.0,2.0,47.0,2
2509,Haralur Road,1243.0,2.0,46.0,2
2510,Haralur Road,1225.0,2.0,67.38,2
2511,Haralur Road,1243.0,2.0,46.0,2
2512,Haralur Road,1464.0,2.0,56.0,2
2513,Haralur Road,1230.0,2.0,78.0,2
2514,Haralur Road,1000.0,2.0,44.0,2
2515,Haralur Road,1300.0,2.0,79.0,2
2516,Haralur Road,1444.0,2.0,80.0,3
2517,Haralur Road,1088.0,2.0,68.0,2
2518,Haralur Road,1027.0,2.0,44.0,2
2520,Haralur Road,1225.0,2.0,70.0,2
2522,Haralur Road,1194.0,2.0,46.0,2
2523,Haralur Road,1830.0,3.0,101.0,3
2524,Haralur Road,1464.0,2.0,56.0,2
2525,Haralur Road,1520.0,2.0,96.0,3
2526,Haralur Road,1300.0,2.0,75.0,2
2527,Haralur Road,2017.0,2.0,125.0,3
2528,Haralur Road,1243.0,2.0,46.0,2
2529,Haralur Road,1027.0,2.0,44.0,2
2530,Haralur Road,2805.0,5.0,160.0,4
2531,Haralur Road,1243.0,2.0,46.0,2
2532,Haralur Road,1027.0,2.0,44.0,2
2533,Haralur Road,2017.0,3.0,105.0,3
2534,Haralur Road,1243.0,2.0,46.0,2
2535,Haralur Road,1243.0,2.0,46.0,2
2536,Haralur Road,1520.0,2.0,90.0,3
2537,Haralur Road,1300.0,2.0,60.0,2
2538,Haralur Road,1985.0,3.0,130.0,3
2539,Haralur Road,1056.0,2.0,60.0,2
2540,Haralur Road,1140.0,2.0,42.0,2
2541,Haralur Road,1245.0,2.0,62.0,2
2542,Haralur Road,1140.0,2.0,58.0,2
2543,Haralur Road,1140.0,2.0,42.0,2
2544,Haralur Road,1027.0,2.0,43.0,2
2545,Haralur Road,1194.0,2.0,47.0,2
2546,Haralur Road,1194.0,2.0,47.0,2
2547,Haralur Road,1560.0,3.0,90.0,3
2548,Haralur Road,1520.0,2.0,85.0,3
2549,Haralur Road,1243.0,2.0,45.0,2
2550,Haralur Road,1027.0,2.0,44.0,2
2551,Haralur Road,1194.0,2.0,46.0,2
2552,Haralur Road,1650.0,3.0,100.0,3
2553,Haralur Road,1580.0,3.0,73.0,3
2554,Haralur Road,1243.0,2.0,46.0,2
2555,Haralur Road,1194.0,2.0,47.0,2
2556,Haralur Road,2805.0,4.0,154.0,4
2557,Haralur Road,1520.0,2.0,96.0,3
2558,Haralur Road,1510.0,3.0,83.05,3
2559,Haralur Road,1056.0,2.0,65.0,2
2560,Haralur Road,1810.0,3.0,100.0,3
2561,Haralur Road,1243.0,2.0,46.0,2
2562,Haralur Road,575.0,1.0,38.0,1
2563,Haralur Road,1194.0,2.0,46.0,2
2564,Haralur Road,1243.0,2.0,46.0,2
2565,Haralur Road,1194.0,2.0,46.0,2
2566,Haralur Road,1140.0,2.0,43.0,2
2567,Haralur Road,1850.0,3.0,120.0,3
2568,Haralur Road,1194.0,2.0,47.0,2
2569,Haralur Road,1194.0,2.0,47.0,2
2571,Haralur Road,1243.0,2.0,46.0,2
2572,Haralur Road,1710.0,3.0,85.0,3
2573,Haralur Road,1730.0,3.0,95.0,3
2574,Haralur Road,1243.0,2.0,46.0,2
2575,Haralur Road,1243.0,2.0,46.0,2
2576,Haralur Road,1243.0,2.0,46.0,2
2577,Haralur Road,1817.0,3.0,110.0,3
2578,Haralur Road,1225.0,2.0,77.0,2
2579,Haralur Road,1285.0,2.0,78.0,2
2580,Haralur Road,1225.0,2.0,67.48,2
2581,Haralur Road,1225.0,2.0,69.84,2
2582,Haralur Road,1200.0,2.0,46.0,2
2583,Haralur Road,1315.0,2.0,85.0,2
2584,Haralur Road,1976.0,3.0,92.0,3
2585,Haralur Road,1300.0,2.0,75.0,2
2586,Haralur Road,1309.0,2.0,82.0,2
2587,Haralur Road,1027.0,1.0,44.0,2
2588,Haralur Road,1243.0,2.0,46.0,2
2589,Haralur Road,1243.0,2.0,46.0,2
2590,Haralur Road,1140.0,2.0,43.0,2
2591,Haralur Road,1300.0,2.0,75.0,2
2592,Haralur Road,1243.0,2.0,46.0,2
2593,Haralur Road,1890.0,3.0,84.0,3
2594,Haralur Road,1230.0,2.0,67.65,2
2595,Haralur Road,1194.0,2.0,46.0,2
2596,Haralur Road,1092.0,2.0,44.0,2
2598,Haralur Road,1735.0,3.0,97.0,3
2599,Haralur Road,1810.0,3.0,97.83,3
2600,Haralur Road,1200.0,2.0,46.0,2
2601,Haralur Road,1243.0,2.0,46.0,2
2602,Haralur Road,1810.0,3.0,112.0,3
2603,Harlur,1174.0,2.0,69.0,2
2604,Harlur,1197.0,2.0,84.0,2
2605,Harlur,1757.0,3.0,132.0,3
2606,Harlur,1174.0,2.0,76.0,2
2607,Harlur,1754.0,3.0,125.0,3
2608,Harlur,1290.0,2.0,85.0,2
2609,Harlur,1752.12,3.0,116.0,3
2610,Harlur,1754.0,3.0,124.0,3
2611,Harlur,1152.0,2.0,69.0,2
2612,Harlur,1290.0,2.0,87.0,2
2613,Harlur,1749.0,3.0,115.0,3
2614,Harlur,2240.0,5.0,155.0,3
2616,Harlur,1197.0,2.0,79.0,2
2617,Harlur,1174.0,2.0,78.0,2
2619,Harlur,1197.0,2.0,79.0,2
2621,Harlur,1174.0,2.0,75.0,2
2622,Harlur,1620.0,3.0,110.0,3
2625,Harlur,1762.0,3.0,133.0,3
2626,Harlur,1756.0,3.0,131.0,3
2627,Harlur,1755.0,3.0,130.0,3
2628,Harlur,1864.0,3.0,140.0,3
2629,Harlur,1331.0,2.0,88.0,2
2630,Harlur,1756.0,3.0,128.0,3
2631,Harlur,1749.0,3.0,120.0,3
2632,Harlur,1197.0,2.0,82.0,2
2633,Harlur,1303.0,2.0,90.0,2
2634,Harlur,1754.0,3.0,132.0,3
2635,Harlur,1174.0,2.0,75.0,2
2636,Harlur,1197.0,2.0,78.0,2
2637,Harlur,1290.0,2.0,89.9,2
2638,Harlur,1386.0,2.0,85.0,2
2639,Harlur,1174.0,2.0,74.0,2
2640,Harlur,1174.0,2.0,78.0,2
2641,Harlur,1755.0,3.0,115.0,3
2644,Harlur,1197.0,2.0,77.0,2
2645,Harlur,1752.12,3.0,125.0,3
2646,Harlur,2569.0,5.0,180.0,4
2647,Harlur,1197.0,2.0,76.0,2
2648,Harlur,1197.0,2.0,75.0,2
2649,Harlur,1755.0,3.0,117.0,3
2650,Harlur,1197.0,2.0,79.9,2
2651,Harlur,2990.0,4.0,225.0,4
2652,Harlur,1370.0,2.0,88.0,2
2653,Harlur,1335.0,2.0,72.76,2
2654,Hebbal,1760.0,2.0,123.0,3
2655,Hebbal,5611.5,4.0,477.0,4
2657,Hebbal,1349.0,2.0,98.2,2
2658,Hebbal,2483.0,5.0,212.0,4
2659,Hebbal,1760.0,2.0,130.0,3
2660,Hebbal,3450.0,5.0,260.0,3
2661,Hebbal,1920.0,3.0,134.0,3
2662,Hebbal,1337.0,2.0,82.0,2
2663,Hebbal,1349.0,2.0,98.0,2
2666,Hebbal,1790.0,3.0,127.0,3
2667,Hebbal,687.325,2.0,42.72,2
2668,Hebbal,2790.0,5.0,198.0,4
2669,Hebbal,1985.0,4.0,189.0,3
2670,Hebbal,2483.0,5.0,215.0,4
2671,Hebbal,1080.0,2.0,54.0,2
2672,Hebbal,812.0,2.0,55.0,2
2673,Hebbal,2790.0,4.0,198.0,4
2674,Hebbal,3067.0,4.0,230.0,4
2675,Hebbal,2526.0,2.0,250.0,3
2676,Hebbal,3067.0,4.0,230.0,4
2678,Hebbal,823.0,2.0,50.63,2
2679,Hebbal,1420.0,2.0,123.0,2
2681,Hebbal,1420.0,2.0,99.39,2
2682,Hebbal,4235.0,4.0,365.0,4
2683,Hebbal,1700.0,3.0,124.0,3
2684,Hebbal,3960.0,5.0,386.0,4
2685,Hebbal,1420.0,2.0,99.39,2
2687,Hebbal,1440.0,2.0,115.0,2
2688,Hebbal,1100.0,2.0,54.0,2
2690,Hebbal,2400.0,4.0,180.0,3
2692,Hebbal,1420.0,2.0,107.0,2
2693,Hebbal,1320.0,2.0,92.0,2
2694,Hebbal,919.0,2.0,49.0,2
2695,Hebbal,1645.0,3.0,135.0,3
2696,Hebbal,2080.0,3.0,175.0,3
2698,Hebbal,2483.0,5.0,230.0,4
2699,Hebbal,2600.0,3.0,195.0,3
2700,Hebbal,1645.0,3.0,117.0,3
2701,Hebbal,1251.0,2.0,88.73,2
2702,Hebbal,1645.0,3.0,121.0,3
2703,Hebbal,1760.0,3.0,123.0,3
2704,Hebbal,2790.0,4.0,198.0,4
2705,Hebbal,3960.0,5.0,386.0,4
2706,Hebbal,1645.0,3.0,120.0,3
2707,Hebbal,1255.0,2.0,90.0,3
2708,Hebbal,1645.0,3.0,117.0,3
2711,Hebbal,1636.0,3.0,119.0,3
2712,Hebbal,1255.0,2.0,95.0,3
2713,Hebbal,2790.0,4.0,198.0,4
2715,Hebbal,1255.0,2.0,95.0,3
2716,Hebbal,1088.0,2.0,61.45,2
2717,Hebbal,1349.0,2.0,97.8,2
2719,Hebbal,1344.0,2.0,108.0,2
2720,Hebbal,1255.0,2.0,90.0,3
2722,Hebbal,1138.0,2.0,110.0,2
2723,Hebbal,2790.0,5.0,204.0,4
2724,Hebbal,1088.0,2.0,62.0,2
2725,Hebbal,1987.0,4.0,165.0,3
2726,Hebbal,2790.0,5.0,198.0,4
2727,Hebbal,1299.0,2.0,100.0,2
2728,Hebbal,1200.0,2.0,60.0,2
2729,Hebbal,1645.0,3.0,117.0,3
2730,Hebbal,1390.0,2.0,95.0,2
2731,Hebbal,1333.0,2.0,100.0,2
2733,Hebbal,2650.0,4.0,199.0,3
2734,Hebbal,1800.0,3.0,140.0,3
2736,Hebbal,2470.0,4.0,203.0,4
2737,Hebbal,1255.0,2.0,95.0,3
2738,Hebbal,1333.0,2.0,104.0,2
2739,Hebbal,1645.0,3.0,117.0,3
2740,Hebbal,2600.0,3.0,199.0,3
2741,Hebbal,1345.0,2.0,97.0,2
2743,Hebbal,985.0,2.0,62.0,2
2744,Hebbal,1320.0,2.0,91.0,2
2745,Hebbal,2388.0,3.0,195.0,3
2746,Hebbal,1040.0,2.0,55.0,2
2748,Hebbal,2600.0,3.0,195.0,3
2749,Hebbal,2630.0,5.0,188.0,4
2750,Hebbal,2790.0,5.0,198.0,4
2751,Hebbal,1645.0,3.0,113.0,3
2753,Hebbal,1420.0,2.0,99.39,2
2755,Hebbal,3520.0,5.0,320.0,3
2756,Hebbal,1162.0,2.0,69.0,2
2757,Hebbal,1100.0,2.0,60.0,2
2758,Hebbal,4235.0,5.0,364.0,4
2759,Hebbal,1299.0,2.0,97.0,2
2761,Hebbal,2470.0,5.0,192.0,4
2762,Hebbal,1645.0,3.0,117.0,3
2763,Hebbal,1920.0,3.0,134.0,3
2764,Hebbal,3520.0,5.0,240.0,3
2765,Hebbal,1920.0,3.0,150.0,3
2766,Hebbal,2375.0,4.0,189.0,4
2767,Hebbal,1420.0,2.0,99.26,2
2768,Hebbal,1252.0,2.0,92.0,2
2769,Hebbal,2790.0,4.0,198.0,4
2770,Hebbal,1162.0,2.0,59.0,2
2771,Hebbal,1294.0,2.0,115.0,2
2772,Hebbal,4225.0,6.0,359.0,4
2773,Hebbal,1150.0,2.0,57.0,2
2774,Hebbal,1740.0,2.0,137.0,3
2776,Hebbal,1662.0,3.0,155.0,3
2777,Hebbal,1349.0,2.0,98.0,2
2778,Hebbal,4000.0,6.0,370.0,4
2779,Hebbal,1349.0,2.0,96.8,2
2780,Hebbal Kempapura,1700.0,3.0,155.0,3
2781,Hebbal Kempapura,1800.0,3.0,175.0,3
2782,Hebbal Kempapura,3522.0,3.0,380.0,3
2783,Hebbal Kempapura,1200.0,2.0,125.0,2
2784,Hebbal Kempapura,1300.0,2.0,102.0,2
2785,Hebbal Kempapura,1466.0,2.0,140.0,3
2786,Hebbal Kempapura,1725.0,2.0,165.0,3
2787,Hebbal Kempapura,3408.0,3.0,260.0,3
2788,Hebbal Kempapura,1485.0,3.0,132.0,2
2789,Hebbal Kempapura,1400.0,2.0,108.0,2
2790,Hebbal Kempapura,1800.0,3.0,150.0,3
2791,Hebbal Kempapura,2400.0,5.0,200.0,5
2792,Hebbal Kempapura,2800.0,5.0,220.0,5
2793,Hebbal Kempapura,1785.0,3.0,165.0,3
2794,Hebbal Kempapura,3729.0,4.0,384.0,4
2795,Hebbal Kempapura,1600.0,3.0,170.0,3
2796,Hebbal Kempapura,1730.0,3.0,175.0,3
2798,Hegde Nagar,1569.0,3.0,101.0,3
2799,Hegde Nagar,3000.0,7.0,210.0,6
2800,Hegde Nagar,2026.0,3.0,132.0,3
2801,Hegde Nagar,1801.0,3.0,115.0,3
2802,Hegde Nagar,1341.0,2.0,97.0,2
2803,Hegde Nagar,2112.95,4.0,145.0,3
2804,Hegde Nagar,1200.0,4.0,83.0,4
2805,Hegde Nagar,1703.0,3.0,113.0,3
2806,Hegde Nagar,1570.0,3.0,105.0,3
2807,Hegde Nagar,1801.0,3.0,140.0,3
2808,Hegde Nagar,1584.01,3.0,103.0,3
2809,Hegde Nagar,1965.0,4.0,125.0,3
2810,Hegde Nagar,1200.0,2.0,75.0,2
2811,Hegde Nagar,1847.0,3.0,135.0,3
2812,Hegde Nagar,1965.0,4.0,132.0,3
2813,Hegde Nagar,1703.0,3.0,125.0,3
2814,Hegde Nagar,1847.0,3.0,125.0,3
2815,Hegde Nagar,2144.6,4.0,145.0,3
2816,Hegde Nagar,1718.0,3.0,119.0,3
2817,Hegde Nagar,1847.0,3.0,123.0,3
2818,Hegde Nagar,1340.0,2.0,72.0,2
2819,Hegde Nagar,2087.01,3.0,115.0,3
2820,Hegde Nagar,1703.0,3.0,130.0,3
2821,Hegde Nagar,2087.01,4.0,135.0,3
2822,Hegde Nagar,1718.0,3.0,130.0,3
2823,Hegde Nagar,1884.0,4.0,118.0,3
2824,Hegde Nagar,1930.0,4.0,122.0,3
2825,Hegde Nagar,1584.01,3.0,104.0,3
2826,Hegde Nagar,1168.0,2.0,68.0,3
2827,Hegde Nagar,2162.03,4.0,129.0,3
2828,Hegde Nagar,2087.01,4.0,160.0,3
2829,Hegde Nagar,1000.0,2.0,66.0,2
2830,Hegde Nagar,1348.0,2.0,80.5,3
2831,Hennur,1075.0,2.0,52.0,2
2832,Hennur,1255.0,2.0,52.32,2
2833,Hennur,1225.0,2.0,57.0,2
2834,Hennur,1255.0,2.0,57.5,2
2835,Hennur,1259.0,2.0,57.0,2
2836,Hennur,1255.0,2.0,53.5,2
2837,Hennur,1285.0,2.0,60.0,2
2838,Hennur,1285.0,2.0,60.0,2
2839,Hennur,1100.0,2.0,60.0,2
2840,Hennur,1231.0,2.0,48.0,2
2841,Hennur,1255.0,2.0,58.0,2
2842,Hennur,1040.0,2.0,42.12,2
2843,Hennur,1255.0,2.0,54.5,2
2844,Hennur,1041.0,2.0,40.6,2
2846,Hennur,1255.0,2.0,55.5,2
2848,Hennur,1231.0,2.0,50.0,2
2849,Hennur,2500.0,5.0,125.0,5
2850,Hennur,1160.0,2.0,49.0,2
2851,Hennur,1255.0,2.0,53.5,2
2852,Hennur,1255.0,2.0,55.5,2
2853,Hennur,1100.0,2.0,44.55,2
2854,Hennur,1255.0,2.0,57.5,2
2855,Hennur,960.0,2.0,48.0,2
2856,Hennur,1020.0,2.0,48.0,2
2857,Hennur,1255.0,2.0,52.32,2
2858,Hennur,1295.0,2.0,64.0,2
2859,Hennur,1935.0,3.0,102.0,3
2861,Hennur,1345.0,2.0,69.0,3
2862,Hennur,1255.0,2.0,58.0,2
2863,Hennur,1420.0,2.0,62.0,2
2864,Hennur,1155.0,2.0,54.5,2
2865,Hennur,1255.0,2.0,52.32,2
2866,Hennur,1255.0,2.0,52.35,2
2868,Hennur,1255.0,2.0,54.5,2
2869,Hennur,1830.0,2.0,113.0,3
2870,Hennur,1830.5,3.0,84.205,3
2871,Hennur,1255.0,2.0,55.5,2
2872,Hennur,1255.0,2.0,53.57,2
2873,Hennur,1255.0,2.0,56.5,2
2874,Hennur,1050.0,2.0,42.73,2
2875,Hennur,1295.0,2.0,62.0,2
2876,Hennur Road,2089.0,3.0,140.0,3
2877,Hennur Road,1385.0,2.0,83.09,2
2878,Hennur Road,1317.5,2.0,63.77,2
2880,Hennur Road,2264.0,3.0,159.0,3
2881,Hennur Road,1157.0,2.0,84.0,2
2882,Hennur Road,1904.0,3.0,120.0,3
2883,Hennur Road,1891.0,3.0,109.0,3
2884,Hennur Road,1561.0,3.0,95.0,3
2886,Hennur Road,2060.0,3.0,149.0,3
2887,Hennur Road,1482.0,2.0,92.0,3
2888,Hennur Road,1232.0,2.0,89.0,2
2889,Hennur Road,1065.0,2.0,42.6,2
2891,Hennur Road,1482.0,2.0,87.0,3
2892,Hennur Road,1891.0,3.0,139.0,3
2893,Hennur Road,1232.0,2.0,69.61,2
2894,Hennur Road,987.0,2.0,49.0,2
2896,Hennur Road,2160.0,3.0,160.0,3
2898,Hennur Road,1065.0,2.0,42.6,2
2899,Hennur Road,1385.0,2.0,83.09,2
2901,Hennur Road,2350.0,3.0,174.0,3
2902,Hennur Road,1586.0,3.0,93.94,3
2903,Hennur Road,1975.0,3.0,123.0,3
2904,Hennur Road,1290.0,2.0,94.5,3
2905,Hennur Road,901.0,2.0,49.5,2
2906,Hennur Road,1445.0,3.0,86.56,3
2907,Hennur Road,1482.0,2.0,97.0,3
2908,Hennur Road,1182.0,2.0,82.5,2
2910,Hennur Road,1036.0,2.0,59.46,2
2911,Hennur Road,1891.0,3.0,109.0,3
2912,Hennur Road,1232.0,2.0,69.61,2
2914,Hennur Road,2320.0,3.0,170.0,3
2915,Hennur Road,1936.0,3.0,118.0,3
2916,Hennur Road,1480.0,2.0,65.0,2
2917,Hennur Road,1590.0,3.0,96.5,3
2918,Hennur Road,1445.0,2.0,105.0,3
2919,Hennur Road,1036.0,2.0,59.45,2
2920,Hennur Road,1832.0,3.0,125.0,3
2921,Hennur Road,1359.0,2.0,104.0,2
2922,Hennur Road,1341.0,2.0,75.76,2
2923,Hennur Road,1040.0,2.0,50.0,2
2925,Hennur Road,1949.0,3.0,133.0,3
2926,Hennur Road,1232.0,2.0,89.0,2
2927,Hennur Road,1250.0,2.0,77.88,3
2928,Hennur Road,2502.0,4.0,180.0,4
2929,Hennur Road,1831.0,3.0,110.0,3
2930,Hennur Road,1232.0,2.0,87.0,2
2931,Hennur Road,1232.0,2.0,74.0,2
2932,Hennur Road,1232.0,2.0,66.0,2
2933,Hennur Road,1341.0,2.0,95.0,2
2935,Hennur Road,1232.0,2.0,88.0,2
2936,Hennur Road,2365.0,4.0,175.0,3
2937,Hennur Road,1310.0,2.0,66.0,2
2939,Hennur Road,1015.0,2.0,50.0,2
2941,Hennur Road,2264.0,3.0,168.0,3
2942,Hennur Road,2002.0,3.0,120.0,3
2943,Hennur Road,1232.0,2.0,69.6,2
2944,Hennur Road,1195.0,2.0,73.0,2
2945,Hennur Road,1020.0,2.0,47.0,2
2946,Hennur Road,5100.0,6.0,375.0,5
2947,Hennur Road,1061.0,2.0,54.92,2
2949,Hennur Road,1020.0,2.0,45.0,2
2950,Hennur Road,2041.0,3.0,128.0,3
2951,Hennur Road,1232.0,2.0,87.0,2
2952,Hennur Road,1066.0,2.0,52.23,2
2953,Hennur Road,973.0,2.0,56.0,2
2954,Hennur Road,1255.0,2.0,84.0,2
2955,Hennur Road,1232.0,2.0,83.0,2
2956,Hennur Road,1832.0,3.0,116.0,3
2957,Hennur Road,1445.0,2.0,86.69,3
2958,Hennur Road,1445.0,2.0,83.0,3
2961,Hennur Road,1450.0,3.0,88.6,3
2962,Hennur Road,1155.0,2.0,69.18,2
2963,Hennur Road,1053.0,2.0,53.0,2
2964,Hennur Road,1195.0,2.0,59.0,2
2965,Hennur Road,1904.0,3.0,129.0,3
2966,Hennur Road,1981.0,3.0,134.0,3
2967,Hennur Road,1155.0,2.0,69.18,2
2969,Hennur Road,1590.0,3.0,105.0,3
2970,Hennur Road,2041.0,3.0,138.0,3
2971,Hennur Road,1100.0,2.0,78.0,3
2972,Hennur Road,1880.0,4.0,154.0,4
2973,Hennur Road,1232.0,2.0,69.61,2
2974,Hennur Road,1460.0,2.0,80.3,2
2976,Hennur Road,1933.0,3.0,140.0,3
2977,Hennur Road,1030.0,2.0,46.5,2
2978,Hennur Road,1232.0,2.0,69.61,2
2980,Hennur Road,1445.0,2.0,89.56,3
2981,Hennur Road,973.0,2.0,50.74,2
2983,Hennur Road,1305.0,2.0,77.0,3
2985,Hennur Road,1165.0,2.0,67.0,2
2986,Hennur Road,980.0,2.0,51.0,2
2987,Hennur Road,1232.0,2.0,80.0,2
2988,Hennur Road,1085.0,2.0,43.4,2
2989,Hennur Road,950.0,2.0,55.0,2
2990,Hennur Road,1140.0,2.0,56.0,2
2991,Hennur Road,1891.0,3.0,110.0,3
2994,Hennur Road,1165.0,2.0,52.0,2
2995,Hennur Road,1450.0,2.0,80.0,2
2996,Hennur Road,1155.0,2.0,69.18,2
2997,Hennur Road,1936.0,3.0,131.0,3
2998,Hoodi,985.0,2.0,67.0,2
3001,Hoodi,1425.0,2.0,80.0,2
3002,Hoodi,1420.0,2.0,75.0,2
3003,Hoodi,1639.0,3.0,110.0,3
3005,Hoodi,1639.0,3.0,98.32,3
3009,Hoodi,1026.0,2.0,60.87,2
3010,Hoodi,1050.0,2.0,50.0,2
3011,Hoodi,1400.0,2.0,78.0,2
3012,Hoodi,2400.0,5.0,160.0,5
3013,Hoodi,1196.0,2.0,71.74,2
3015,Hoodi,1500.0,2.0,84.0,2
3016,Hoodi,1055.0,2.0,57.63,2
3017,Hoodi,1925.0,2.0,114.0,3
3018,Hoodi,1400.0,2.0,82.0,2
3020,Hoodi,706.0,1.0,48.24,1
3021,Hoodi,1257.0,2.0,69.0,2
3022,Hoodi,1132.0,2.0,67.9,2
3023,Hoodi,1925.0,3.0,110.0,3
3025,Hoodi,1257.0,2.0,71.03,2
3026,Hoodi,1305.0,2.0,75.0,2
3028,Hoodi,1240.0,2.0,65.0,2
3030,Hoodi,1108.0,2.0,74.23,2
3031,Hoodi,1257.0,2.0,68.5,2
3032,Hoodi,1000.0,2.0,48.0,2
3033,Hoodi,1063.0,2.0,61.17,2
3034,Hoodi,1259.0,2.0,69.45,2
3035,Hoodi,711.0,1.0,42.65,1
3037,Hoodi,863.0,1.0,40.55,1
3038,Hoodi,1715.0,2.0,100.0,3
3040,Hoodi,1447.0,3.0,76.0,2
3041,Hoodi,2144.0,3.0,140.0,3
3042,Hoodi,1108.0,2.0,66.46,2
3044,Hoodi,1837.0,3.0,110.0,3
3045,Hoodi,3385.0,4.0,220.0,4
3047,Hoodi,1181.0,2.0,55.0,2
3048,Hoodi,1490.0,3.0,85.0,3
3049,Hoodi,1258.5,2.0,59.135,2
3050,Horamavu Agara,1200.0,2.0,45.0,2
3051,Horamavu Agara,1560.0,3.0,75.0,3
3052,Horamavu Agara,755.0,2.0,37.49,2
3053,Horamavu Agara,982.0,2.0,47.65,2
3054,Horamavu Agara,1650.0,2.0,75.0,3
3055,Horamavu Agara,950.0,2.0,39.0,2
3056,Horamavu Agara,1756.0,3.0,92.0,3
3057,Horamavu Agara,1106.0,2.0,43.09,2
3058,Horamavu Agara,1079.0,2.0,41.0,2
3059,Horamavu Agara,1169.0,2.0,64.0,2
3060,Horamavu Agara,1265.0,2.0,65.0,3
3061,Horamavu Agara,1060.0,2.0,37.0,2
3062,Horamavu Agara,1107.83,2.0,41.51,2
3063,Horamavu Agara,980.0,2.0,38.19,2
3064,Horamavu Agara,1250.0,3.0,65.0,3
3065,Horamavu Agara,1145.0,2.0,41.21,2
3066,Horamavu Agara,2400.0,3.0,80.0,5
3067,Horamavu Agara,1000.0,2.0,46.0,2
3068,Horamavu Agara,760.0,2.0,37.49,2
3069,Horamavu Agara,1150.0,2.0,42.0,2
3071,Horamavu Agara,1623.0,3.0,89.0,3
3072,Horamavu Agara,750.0,2.0,37.49,2
3073,Horamavu Agara,625.0,1.0,27.0,1
3074,Horamavu Agara,1080.0,2.0,38.0,2
3075,Horamavu Agara,994.0,2.0,42.28,2
3076,Horamavu Agara,1107.83,2.0,41.51,2
3078,Horamavu Agara,1090.0,2.0,46.0,2
3079,Horamavu Agara,1400.0,3.0,63.0,3
3080,Horamavu Agara,1557.0,3.0,70.0,3
3081,Horamavu Agara,1058.0,2.0,47.0,2
3084,Horamavu Banaswadi,1460.0,2.0,80.5,2
3085,Horamavu Banaswadi,1156.0,2.0,46.0,2
3086,Horamavu Banaswadi,1180.0,2.0,58.0,2
3087,Horamavu Banaswadi,1307.0,2.0,51.6,2
3088,Horamavu Banaswadi,3800.0,8.0,200.0,6
3089,Horamavu Banaswadi,1357.0,2.0,54.0,2
3090,Horamavu Banaswadi,925.0,2.0,38.0,2
3091,Horamavu Banaswadi,1272.0,2.0,48.0,2
3092,Horamavu Banaswadi,1225.0,2.0,49.5,2
3093,Horamavu Banaswadi,1272.0,2.0,51.5,2
3094,Horamavu Banaswadi,1272.0,2.0,51.5,2
3095,Horamavu Banaswadi,1156.0,2.0,46.9,2
3096,Horamavu Banaswadi,1200.0,2.0,45.0,2
3097,Horamavu Banaswadi,1254.0,2.0,47.0,2
3098,Horamavu Banaswadi,1610.0,3.0,68.0,3
3099,Horamavu Banaswadi,1210.0,2.0,50.0,2
3100,Horamavu Banaswadi,1357.0,2.0,54.0,2
3101,Horamavu Banaswadi,1272.0,2.0,50.0,2
3102,Horamavu Banaswadi,1200.0,2.0,45.0,2
3103,Horamavu Banaswadi,1025.0,2.0,45.0,2
3104,Horamavu Banaswadi,1081.0,2.0,52.0,2
3105,Horamavu Banaswadi,1000.0,2.0,50.0,2
3106,Hormavu,1500.0,2.0,78.0,2
3107,Hormavu,1150.0,2.0,55.0,2
3109,Hormavu,1180.0,2.0,50.0,2
3110,Hormavu,1200.0,2.0,67.0,2
3111,Hormavu,1200.0,3.0,70.0,2
3112,Hormavu,1175.0,2.0,52.0,2
3113,Hormavu,1351.0,2.0,53.0,1
3114,Hormavu,1141.0,2.0,44.4,2
3115,Hormavu,1130.0,2.0,42.3,2
3117,Hormavu,1725.0,3.0,85.0,3
3118,Hormavu,1153.0,2.0,65.0,2
3119,Hormavu,1150.0,2.0,53.11,2
3120,Hormavu,1123.0,2.0,56.0,2
3121,Hormavu,1385.0,2.0,69.0,3
3123,Hormavu,1030.0,2.0,49.35,2
3124,Hormavu,1018.0,2.0,50.8,2
3125,Hormavu,1555.0,3.0,75.0,3
3126,Hormavu,1143.0,2.0,53.0,2
3127,Hormavu,1100.0,2.0,38.0,2
3128,Hormavu,1000.0,2.0,50.0,2
3129,Hormavu,1200.0,2.0,68.0,2
